"","Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Generic Job Title","Professional/ Occupational Group","Payscale Minimum (£)","Payscale Maximum (£)","Number of Posts in FTE"
"8628","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","Administration - General.","Operational Delivery","18499","31874",1
"8629","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","BA.Activity Hub","Operational Delivery","18499","31874",2
"8630","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","BA.BA","Operational Delivery","18499","31874",2
"8631","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","BA.Business Hub","Operational Delivery","18499","31874",5
"8632","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","BA.Management Coordinator","Operational Delivery","18499","31874",1
"8633","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","BA.Offender Management Hub","Operational Delivery","18499","31874",6.38622
"8634","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","BA.People Hub","Operational Delivery","18499","31874",4.59784
"8635","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","BA.Programmes","Operational Delivery","18499","31874",2
"8636","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","BA.Safer Custody","Operational Delivery","18499","31874",1.5
"8637","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","BA.Security Intelligence Collator","Operational Delivery","18499","31874",3
"8638","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","HQAS3.C&C Business Support Administrator","Operational Delivery","18499","31874",2
"8639","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","HYB.PO Outreach and Activities","Operational Delivery","18499","31874",0.5
"8640","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","HYB.PO Safe Decent Secure and Safer Custody","Operational Delivery","18499","31874",1
"8641","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","PI.Enterprises Services","Operational Delivery","18499","31874",6
"8642","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","PO.Operations and Security","Operational Delivery","18499","31874",7
"8643","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","PO.Residential Therapeutic Communities","Operational Delivery","18499","31874",5
"8644","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","PO.Safe Decent and Secure","Operational Delivery","18499","31874",187.30406
"8645","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","AO","SD.Catering","Operational Delivery","18499","31874",6
"8646","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","BAS.Intelligence Analyst","Intelligence Analysis","23501","36839",3
"8647","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","CW.Offender Supervisor","Operational Delivery","23501","36839",1
"8648","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","F.Interventions","Psychology","23501","36839",12.5
"8649","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","FSS.Catering","Operational Delivery","23501","36839",1
"8650","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","FSS.Hospitality & Catering","Operational Delivery","23501","36839",1
"8651","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","HYB.POS Offender Supervisor and Programme Facilitator","Operational Delivery","23501","36839",1
"8652","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","POS.Offender Supervisor","Operational Delivery","23501","36839",6.58109
"8653","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","POS.PEI","Operational Delivery","23501","36839",9
"8654","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","POS.Programme Facilitator","Operational Delivery","23501","36839",2
"8655","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","POS.Search Dog Handler","Operational Delivery","23501","36839",2
"8656","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","POS.Security Intelligence Analyst","Intelligence Analysis","23501","36839",1.5
"8657","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SO.Operations","Operational Delivery","23501","36839",4
"8658","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SO.PSP SO : Supervising Officer:","Operational Delivery","23501","36839",2
"8659","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SO.Residential Therapeutic Communities","Operational Delivery","23501","36839",0.5
"8660","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SO.Safe Decent and Secure","Operational Delivery","23501","36839",18
"8661","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SPI.Amenities and Conservation","Operational Delivery","23501","36839",1
"8662","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SPI.Braille","Operational Delivery","23501","36839",0.5
"8663","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SPI.Cycle Repair","Operational Delivery","23501","36839",1
"8664","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SPI.Engineering Machining","Operational Delivery","23501","36839",4
"8665","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SPI.Manufacturing Promotions","Operational Delivery","23501","36839",1
"8666","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SPI.Plastics Injection Moulding Thermo Plastics","Operational Delivery","23501","36839",1
"8667","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SPI.Textiles Garment Manufacture","Operational Delivery","23501","36839",4
"8668","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SPI.Waste Environmental","Operational Delivery","23501","36839",1
"8669","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SPI.Woodwork Wood Assembly Joiner","Operational Delivery","23501","36839",1
"8670","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","SPI.Woodwork Wood Machinist","Operational Delivery","23501","36839",2
"8671","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","EO","VI.PICTA","Operational Delivery","23501","36839",1
"8672","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","Grade 7","DGC.Deputy Governor","Operational Delivery","52120","77807",1
"8673","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","AUM.Industries","Operational Delivery","26438","45637",2
"8674","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","AUM.Learning Skills and Employment","Operational Delivery","26438","45637",1
"8675","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","C.Anglican ORD Priest","Operational Delivery","26438","45637",0.81081
"8676","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","C.Muslim","Operational Delivery","26438","45637",0.62162
"8677","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","C.Roman Catholic ORD Deacon Religious Brother Sister Lay","Operational Delivery","26438","45637",0.81081
"8678","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","Chaplaincy.","Operational Delivery","26438","45637",1
"8679","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","CM.Activities","Operational Delivery","26438","45637",4
"8680","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","CM.Operations","Operational Delivery","26438","45637",1
"8681","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","CM.People","Operational Delivery","26438","45637",1
"8682","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","CM.Safe Decent and Secure","Operational Delivery","26438","45637",7.02703
"8683","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","CM.Security","Operational Delivery","26438","45637",1
"8684","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","HM.Business","Operational Delivery","26438","45637",1
"8685","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","HM.Offender Management","Operational Delivery","26438","45637",2
"8686","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","HYB.CM Operations CM People","Operational Delivery","26438","45637",2
"8687","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","PM.Programmes","Operational Delivery","26438","45637",1
"8688","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","HEO","TM.Attitudes Thinking Behaviour","Psychology","26438","45637",2
"8689","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","SEO","FSUM.Catering","Operational Delivery","34897","61763",1
"8690","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","SEO","HoFC.Reducing Reoffending","Operational Delivery","34897","61763",1
"8691","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","SEO","HoFC.Residence and Safety","Operational Delivery","34897","61763",2
"8692","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","SEO","HoFC.Residence and Services","Operational Delivery","34897","61763",2
"8693","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","SEO","HoFCS.PSP Head of Business Assurance","Operational Delivery","34897","61763",1
"8694","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","SEO","HoFSC.Operations","Operational Delivery","34897","61763",1
"8695","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","SEO","HQMP7.C&C Operational Performance Manager","Operational Delivery","34897","61763",1
"8696","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS32","SEO","SC.Managing Chaplain","Operational Delivery","34897","61763",1
"8697","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS61","EO","SO.Safe Decent and Secure","Operational Delivery","23501","36839",1
"8698","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS61","SEO","HoFSC.Operations","Operational Delivery","34897","61763",1
"8699","Ministry of Justice","Her Majesty's Prison and Probation Service","Garth","HMPPS61","SEO","HQMP7.C&C Operational Performance Manager","Operational Delivery","34897","61763",1
"8700","Ministry of Justice","Her Majesty's Prison and Probation Service","Gartree","HMPPS19","SEO","HoFC.Residence and Safety","Operational Delivery","34897","61763",1
"8701","Ministry of Justice","Her Majesty's Prison and Probation Service","Gartree","HMPPS30","Grade 6","GC.Governor Complex","Operational Delivery","57373","95750",1
"8702","Ministry of Justice","Her Majesty's Prison and Probation Service","Gartree","HMPPS32","AA","HYB.SSA Business Hub and Visits Booking","Operational Delivery","16005","25414",2.81081
"8703","Ministry of Justice","Her Majesty's Prison and Probation Service","Gartree","HMPPS32","AA","SSA.Business Hub","Operational Delivery","16005","25414",0.5
"8704","Ministry of Justice","Her Majesty's Prison and Probation Service","Gartree","HMPPS32","AA","SSA.Records","Operational Delivery","16005","25414",1
"8705","Ministry of Justice","Her Majesty's Prison and Probation Service","Gartree","HMPPS32","AA","SSF.Waste Environmental","Operational Delivery","16005","25414",2
"8706","Ministry of Justice","Her Majesty's Prison and Probation Service","Gartree","HMPPS32","AA","SSO.Operational Support Grade Driver YP","Operational Delivery","16005","25414",1
"8707","Ministry of Justice","Her Majesty's Prison and Probation Service","Gartree","HMPPS32","AA","SSO.Operational Support Grade General","Operational Delivery","16005","25414",15
"8708","Ministry of Justice","Her Majesty's Prison and Probation Service","Gartree","HMPPS32","AA","SSO.Operational Support Grade Stores Warehouse RIDS","Operational Delivery","16005","25414",1.52703
"8709","Ministry of Justice","Her Majesty's Prison and Probation Service","Gartree","HMPPS32","AA","SSO.OSG General","Operational Delivery","16005","25414",10.05406
"8710","Ministry of Justice","Her Majesty's Prison and Probation Service","Gartree","HMPPS32","AA","Support Services.","Operational Delivery","16005","25414",1
