"","Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Generic Job Title","Professional/ Occupational Group","Payscale Minimum (£)","Payscale Maximum (£)","Number of Posts in FTE"
"13874","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","HEO","HQAS5.NOS Mercury Business Support Team Member","Security","26438","45637",4
"13875","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","HEO","HQAS5.NOS Strategic Analyst - Central Intel & Auth Bureau","Security","26438","45637",1
"13876","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","HEO","HQAS5.PSP High Security Intelligence Analyst","Intelligence Analysis","26438","45637",1
"13877","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","HEO","HQMP6.HS Security Systems Manager","Security","26438","45637",1
"13878","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","HEO","HQMP6.NOS Corruption Prevention - Intelligence Hub Manager","Intelligence Analysis","26438","45637",1
"13879","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","HEO","HQMP6.NOS Corruption Prevention -Intel Hub Strat Analyst","Security","26438","45637",0.81081
"13880","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","HEO","HQMP6.NOS Interventions Training Spec (Business Cont Team)","Security","26438","45637",1
"13881","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","HEO","HQU3.CT Intelligence Analyst","Intelligence Analysis","26438","45637",1
"13882","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","HEO","POS.Programme Facilitator","Security","26438","45637",1
"13883","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","HEO","SPI.GENERICPolicy Advisor","Security","26438","45637",1
"13884","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","NPS (No Equivalent)","NPS.Probation Extremism Lead","Security",NA,NA,1
"13885","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","NPS (No Equivalent)","NPS.Probation Officer","Security",NA,NA,13.8
"13886","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","NPS (No Equivalent)","NPS.Senior Administration Officer","Security",NA,NA,0.75676
"13887","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","NPS (No Equivalent)","NPS.Senior Administrator - Other","Security",NA,NA,2
"13888","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","NPS (No Equivalent)","NPS.Senior Manager - Operations","Security",NA,NA,3
"13889","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","NPS (No Equivalent)","NPS.Senior Manager - Other","Security",NA,NA,2
"13890","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","NPS (No Equivalent)","NPS.Senior Probation Officer","Security",NA,NA,1.5
"13891","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","BAS.Intelligence Analyst","Intelligence Analysis","34897","61763",1
"13892","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HoFSC.Offender Management","Security","34897","61763",1
"13893","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP6.NOS Mercury Business Support Team Manager","Security","34897","61763",1
"13894","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP7.HR Assurance Manager","Security","34897","61763",1
"13895","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP7.NOS National Thematic Analyst (Extremism)","Security","34897","61763",1
"13896","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP7.NOS Probation Intelligence Manager","Intelligence Analysis","34897","61763",6
"13897","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP7.NOS Senior Intelligence Analyst","Intelligence Analysis","34897","61763",14
"13898","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP7.NOS Snr Policy Adviser - Safeguarding Team","Security","34897","61763",1
"13899","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.C&C Work Programme Implementation Manager","Security","34897","61763",1
"13900","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.HR Business Partner - Regional Team","Security","34897","61763",3
"13901","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.HR Operations Manager","Security","34897","61763",1.67568
"13902","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.NOS Intelligence Capability Manager","Intelligence Analysis","34897","61763",2
"13903","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.NOS Key Threat Manager (Generic)","Security","34897","61763",2
"13904","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.NOS Operational Partnership Team Police Adviser","Security","34897","61763",7
"13905","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.NOS Regional Corruption Prevention Manager (RCPM)","Security","34897","61763",1
"13906","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.NOS Regional Counter Terrorism Coordinator","Security","34897","61763",6
"13907","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.NOS Strategic Threat Manager","Security","34897","61763",4
"13908","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.NOS Subject Matter Expert - Curruption Prevention","Security","34897","61763",1
"13909","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.NOS Subjest Matter Expert - Security Policy","Security","34897","61763",1
"13910","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.Operations Mgr","Security","34897","61763",1
"13911","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.PSP Operations Manager to Deputy Director of Custody","Security","34897","61763",1
"13912","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","HQMP8.Regional Corruption Prevention Mgr RCPM","Security","34897","61763",2
"13913","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","Operational Manager.","Security","34897","61763",1
"13914","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","VI.NOS Confidential Unit Manager","Security","34897","61763",1
"13915","Ministry of Justice","Her Majesty's Prison and Probation Service","Security Group","HMPPS8","SEO","VI.NOS Regional Counter Terrorism Lead","Security","34897","61763",2
"13916","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS17","AO","PO.Safe Decent and Secure","Operational Delivery","18499","31874",1
"13917","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS26","SEO","DGF.Deputy Governor With Function","Operational Delivery","34897","61763",0.59459
"13918","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS38","EO","PI.HR Trainer Expert Advisor","Operational Delivery","23501","36839",1
"13919","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS38","EO","POS.PEI","Operational Delivery","23501","36839",1
"13920","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS48","EO","F.Interventions","Psychology","23501","36839",0.5
"13921","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS51","Grade 6","GS.Governor Standard","Operational Delivery","57373","95750",1
"13922","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS58","NPS (No Equivalent)","NPS.Senior Probation Officer","Operational Delivery",NA,NA,1
"13923","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AA","SSA.Business Hub","Operational Delivery","16005","25414",1
"13924","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AA","SSF.Waste Environmental","Operational Delivery","16005","25414",0.64865
"13925","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AA","SSO.Operational Support Grade Driver","Operational Delivery","16005","25414",0.54054
"13926","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AA","SSO.Operational Support Grade General","Operational Delivery","16005","25414",10.54054
"13927","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AA","SSO.OSG General","Operational Delivery","16005","25414",12.53846
"13928","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","BA.Activity Hub","Operational Delivery","18499","31874",4.81081
"13929","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","BA.BA","Operational Delivery","18499","31874",3
"13930","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","BA.Business Hub","Operational Delivery","18499","31874",2.54054
"13931","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","BA.Management Coordinator","Operational Delivery","18499","31874",1
"13932","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","BA.Offender Management Hub","Operational Delivery","18499","31874",2
"13933","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","BA.People Hub","Operational Delivery","18499","31874",1.7973
"13934","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","BA.Programmes","Operational Delivery","18499","31874",1
"13935","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","BA.Safe Decent and Secure","Operational Delivery","18499","31874",2
"13936","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","HYB.BA Safer Custody and Safe Decent Secure","Operational Delivery","18499","31874",1
"13937","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","HYB.PO Safe Decent Secure and Safer Custody","Operational Delivery","18499","31874",1
"13938","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","PO.Detail","Operational Delivery","18499","31874",1
"13939","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","PO.Operations and Security","Operational Delivery","18499","31874",8
"13940","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","PO.Safe Decent and Secure","Operational Delivery","18499","31874",70.43974
"13941","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","PO.Safe Decent and Secure YP","Operational Delivery","18499","31874",2
"13942","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","PO.Safer Custody Coordinator","Operational Delivery","18499","31874",1.46154
"13943","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","SD.Catering","Operational Delivery","18499","31874",2
"13944","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","AO","SD.Grounds Maintenance","Operational Delivery","18499","31874",1
"13945","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","EO","BAS.Intelligence Analyst","Intelligence Analysis","23501","36839",2
"13946","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","EO","F.Interventions","Psychology","23501","36839",0.5
"13947","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","EO","FSS.Catering","Operational Delivery","23501","36839",2
"13948","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","EO","POS.PEI","Operational Delivery","23501","36839",2.89744
"13949","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","EO","POS.Therapeutic Community Programmes","Operational Delivery","23501","36839",5.62162
"13950","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","EO","SDS.Fire Safety","Operational Delivery","23501","36839",0.68919
"13951","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","EO","SO.Nights","Operational Delivery","23501","36839",1
"13952","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","EO","SO.Safe Decent and Secure","Operational Delivery","23501","36839",10.10742
"13953","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","EO","SPI.Commercial Horticultural","Operational Delivery","23501","36839",1
"13954","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","AUM.Business Community Engagement","Operational Delivery","26438","45637",1
"13955","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","AUM.Learning Skills and Employment","Operational Delivery","26438","45637",1
"13956","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","C.Christian","Operational Delivery","26438","45637",0.48649
"13957","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","C.Roman Catholic ORD Priest","Operational Delivery","26438","45637",0.5
"13958","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","CM.Activities","Operational Delivery","26438","45637",1
"13959","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","CM.Operations","Operational Delivery","26438","45637",1
"13960","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","CM.Safe Decent and Secure","Operational Delivery","26438","45637",4
"13961","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","CM.Security","Operational Delivery","26438","45637",1
"13962","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","FSUM.Catering","Operational Delivery","26438","45637",1
"13963","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","HM.Activities","Operational Delivery","26438","45637",1
"13964","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","HM.Business","Operational Delivery","26438","45637",1
"13965","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","HM.Offender Management","Operational Delivery","26438","45637",1
"13966","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","HYB.CM Operations CM People","Operational Delivery","26438","45637",1
"13967","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","HEO","HYB.CM Safe Decent Secure CM Offender Mgt","Operational Delivery","26438","45637",1
"13968","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","SEO","DGC.Deputy Governor","Operational Delivery","34897","61763",1
"13969","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","SEO","HoFCS.Corporate Services","Operational Delivery","34897","61763",1
"13970","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","SEO","HoFCS.PSP Head of Business Assurance","Operational Delivery","34897","61763",1
"13971","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","SEO","HoFS.Reducing Reoffending","Operational Delivery","34897","61763",1
"13972","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","SEO","HoFS.Residence and Safety","Operational Delivery","34897","61763",1
"13973","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","SEO","HoFS.Residence and Services","Operational Delivery","34897","61763",2
"13974","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","SEO","HoFSC.Safer Prisons and Equality","Operational Delivery","34897","61763",1.92568
"13975","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","SEO","RP.DTC Creative Psychotherapist","Psychology","34897","61763",0.6027
"13976","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","SEO","RP.DTC Group Psychotherapist","Psychology","34897","61763",0.9
"13977","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS66","SEO","SC.Managing Chaplain","Operational Delivery","34897","61763",1
"13978","Ministry of Justice","Her Majesty's Prison and Probation Service","Send","HMPPS8","SEO","HoFSC.Operations","Operational Delivery","34897","61763",1
"13979","Ministry of Justice","Her Majesty's Prison and Probation Service","Senior Prison Manager Programme and IDS Graduates","HMPPS18","HEO","HQMP6.HR Reward Policy Advisor","Operational Delivery","26438","45637",3.86486
"13980","Ministry of Justice","Her Majesty's Prison and Probation Service","Senior Prison Manager Programme and IDS Graduates","HMPPS18","HEO","HQMP8.HR Employee Relations Manager","Operational Delivery","26438","45637",1
"13981","Ministry of Justice","Her Majesty's Prison and Probation Service","Senior Prison Manager Programme and IDS Graduates","HMPPS18","HEO","SPI.HR Job Evaluator","Operational Delivery","26438","45637",1
"13982","Ministry of Justice","Her Majesty's Prison and Probation Service","Senior Prison Manager Programme and IDS Graduates","HMPPS18","SEO","HQMP8.HR Reward Manager","Operational Delivery","34897","61763",1
"13983","Ministry of Justice","Her Majesty's Prison and Probation Service","Senior Prison Manager Programme and IDS Graduates","HMPPS18","SEO","HQMP8.Reward Policy Mgr","Operational Delivery","34897","61763",5
"13984","Ministry of Justice","Her Majesty's Prison and Probation Service","Senior Prison Manager Programme and IDS Graduates","HMPPS52","Grade 6","HQMP11.HR Head of Reward","Operational Delivery","57373","95750",1
"13985","Ministry of Justice","Her Majesty's Prison and Probation Service","South Central Group","HMPPS22","AO","HQAS3.Personal Secretary to Deputy Director of Custody","Operational Delivery","18499","31874",1
"13986","Ministry of Justice","Her Majesty's Prison and Probation Service","South Central Group","HMPPS22","EO","HYB.BAS Intel Analyst and Health and Safety","Operational Delivery","23501","36839",1
"13987","Ministry of Justice","Her Majesty's Prison and Probation Service","South Central Group","HMPPS41","SEO","HoFS.Security and Intelligence","Operational Delivery","34897","61763",1
"13988","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service",NA,"NPS (No Equivalent)","NPS.Administrator - Operations","Operational Delivery",NA,NA,1
"13989","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service",NA,"NPS (No Equivalent)","NPS.Manager - Other","Operational Delivery",NA,NA,1
"13990","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS21","NPS (No Equivalent)","NPS.Business Manager Band5","Operational Delivery",NA,NA,1
"13991","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS21","NPS (No Equivalent)","NPS.Senior Manager - Other","Operational Delivery",NA,NA,1
"13992","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS35","NPS (No Equivalent)","NPS.Manager - Support Staff","Operational Delivery",NA,NA,1
"13993","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS38","NPS (No Equivalent)","NPS.Case Administrator","Operational Delivery",NA,NA,1
"13994","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS38","NPS (No Equivalent)","NPS.Head of Training","Operational Delivery",NA,NA,1
"13995","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS38","NPS (No Equivalent)","NPS.Operations - Other","Operational Delivery",NA,NA,0.5
"13996","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS38","NPS (No Equivalent)","NPS.Practice Tutor Assessor","Operational Delivery",NA,NA,13.79865
"13997","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS38","NPS (No Equivalent)","NPS.Senior Manager - Other","Operational Delivery",NA,NA,0.97297
"13998","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS53","NPS (No Equivalent)","NPS.Operations - Other","Operational Delivery",NA,NA,1
"13999","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Administrative Assistant","Operational Delivery",NA,NA,1
"14000","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Administrator - Operations","Operational Delivery",NA,NA,1
"14001","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Administrator - Support Staff","Operational Delivery",NA,NA,1
"14002","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Case Administrator","Operational Delivery",NA,NA,3
"14003","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Divisional Support Hub Manager","Operational Delivery",NA,NA,1
"14004","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Enforcement Manager","Operational Delivery",NA,NA,1
"14005","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Enforcement Officer","Operational Delivery",NA,NA,2
"14006","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Equality Manager","Operational Delivery",NA,NA,1
"14007","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.ICT Training Specialist","Operational Delivery",NA,NA,1
"14008","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Manager - Other","Operational Delivery",NA,NA,3.60811
"14009","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Operations - Other","Operational Delivery",NA,NA,1
"14010","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Performance and Quality Manager","Operational Delivery",NA,NA,1
"14011","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Performance and Quality Officer Band4","Operational Delivery",NA,NA,2.5
"14012","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Probation Officer","Operational Delivery",NA,NA,4
"14013","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Probation Services Officer","Operational Delivery",NA,NA,1
"14014","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Quality Development Officer","Operational Delivery",NA,NA,3
"14015","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Regional Administration Officer","Operational Delivery",NA,NA,4
"14016","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Senior Administration Officer","Operational Delivery",NA,NA,2
"14017","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Senior Administrator - Operations","Operational Delivery",NA,NA,1
"14018","Ministry of Justice","Her Majesty's Prison and Probation Service","South East and Eastern Probation Service","HMPPS58","NPS (No Equivalent)","NPS.Senior Probation Officer","Operational Delivery",NA,NA,5
"14019","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Administrator - Operations","Operational Delivery",NA,NA,2
"14020","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Administrator - Support Staff","Operational Delivery",NA,NA,4
"14021","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Case Administrator","Operational Delivery",NA,NA,1
"14022","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Diary Manager Band3","Operational Delivery",NA,NA,3
"14023","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Equality Manager","Operational Delivery",NA,NA,1
"14024","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.ICT Training Specialist","Operational Delivery",NA,NA,1
"14025","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Manager - Support Staff","Operational Delivery",NA,NA,1
"14026","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.PD Probation Officer","Operational Delivery",NA,NA,0.64865
"14027","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.PD Senior Administration Officer","Operational Delivery",NA,NA,1
"14028","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.PD Senior Probation Officer","Operational Delivery",NA,NA,0.8
"14029","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Performance and Quality Officer Band4","Operational Delivery",NA,NA,3
"14030","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Probation Officer","Operational Delivery",NA,NA,1.8
"14031","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Probation Services Officer","Operational Delivery",NA,NA,0.60811
"14032","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Public Prison Lead","Operational Delivery",NA,NA,1
"14033","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Quality Development Officer","Operational Delivery",NA,NA,5.13513
"14034","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Regional Administration Officer","Operational Delivery",NA,NA,2
"14035","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Senior Administrator - Other","Operational Delivery",NA,NA,1
"14036","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Senior Probation Officer","Operational Delivery",NA,NA,4
"14037","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS16","NPS (No Equivalent)","NPS.Tutor or Trainer","Operational Delivery",NA,NA,0.81081
"14038","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS21","Grade 6","NPS.ACO Performance and Quality Senior Manager BandD","Operational Delivery","57373","95750",0.5
"14039","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS21","NPS (No Equivalent)","NPS.ACO Performance and Quality Senior Manager BandB","Operational Delivery",NA,NA,1
"14040","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS21","NPS (No Equivalent)","NPS.Senior Manager - Operations","Operational Delivery",NA,NA,1
"14041","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS21","NPS (No Equivalent)","NPS.Senior Operational Support Manager","Operational Delivery",NA,NA,1
"14042","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS36","NPS (No Equivalent)","Policy Delivery.Project","Operational Delivery",NA,NA,1
"14043","Ministry of Justice","Her Majesty's Prison and Probation Service","South West and South Central Probation Service","HMPPS37","NPS (No Equivalent)","NPS.Manager - Operations","Operational Delivery",NA,NA,1
